    33.000    53.000    32.000    60.000    53.000     0.112     0.888     2.000
    49.000    39.000    54.000    60.000    42.000     0.859     0.141     1.000
    44.000    35.000    47.000    27.000    46.000     0.398     0.602     2.000
    38.000    65.000    47.000    44.000    37.000     0.180     0.820     2.000
    51.000    69.000    44.000    65.000    33.000     0.258     0.742     2.000
    40.000    56.000    51.000    64.000    41.000     0.608     0.392     1.000
    51.000    52.000    57.000    47.000    52.000     0.519     0.481     1.000
    54.000    51.000    54.000    57.000    50.000     0.592     0.408     1.000
    55.000    53.000    53.000    47.000    40.000     0.501     0.499     1.000
    53.000    47.000    44.000    33.000    45.000     0.197     0.803     2.000
    64.000    60.000    51.000    55.000    45.000     0.348     0.652     2.000
    40.000    57.000    46.000    38.000    43.000     0.175     0.825     2.000
    66.000    44.000    32.000    54.000    40.000     0.203     0.797     2.000
    45.000    51.000    52.000    73.000    53.000     0.706     0.294     1.000
    42.000    50.000    67.000    45.000    55.000     0.767     0.233     1.000
    57.000    51.000    36.000    45.000    44.000     0.118     0.882     2.000
    51.000    60.000    61.000    31.000    64.000     0.204     0.796     2.000
    57.000    45.000    60.000    57.000    60.000     0.748     0.252     1.000
    47.000    56.000    54.000    48.000    45.000     0.446     0.554     2.000
    58.000    52.000    41.000    35.000    39.000     0.139     0.861     2.000
    51.000    50.000    36.000    46.000    54.000     0.096     0.904     2.000
    52.000    60.000    65.000    68.000    45.000     0.839     0.161     1.000
    50.000    51.000    56.000    56.000    49.000     0.648     0.352     1.000
    63.000    39.000    52.000    42.000    58.000     0.492     0.508     2.000
    35.000    37.000    53.000    60.000    51.000     0.830     0.170     1.000
    34.000    47.000    35.000    44.000    44.000     0.154     0.846     2.000
    52.000    43.000    61.000    50.000    43.000     0.848     0.152     1.000
    67.000    38.000    66.000    42.000    53.000     0.856     0.144     1.000
    51.000    43.000    50.000    30.000    53.000     0.294     0.706     2.000
    45.000    32.000    38.000    60.000    46.000     0.606     0.394     1.000
    33.000    46.000    47.000    54.000    53.000     0.463     0.537     2.000
    61.000    46.000    45.000    42.000    41.000     0.339     0.661     2.000
    55.000    47.000    58.000    30.000    68.000     0.285     0.715     2.000
    51.000    50.000    54.000    51.000    36.000     0.675     0.325     1.000
    58.000    54.000    41.000    65.000    66.000     0.171     0.829     2.000
    42.000    45.000    49.000    47.000    51.000     0.457     0.543     2.000
    52.000    53.000    65.000    40.000    50.000     0.650     0.350     1.000
    40.000    40.000    53.000    52.000    37.000     0.814     0.186     1.000
    61.000    57.000    59.000    59.000    58.000     0.549     0.451     1.000
    30.000    51.000    60.000    50.000    63.000     0.583     0.417     1.000
    50.000    49.000    69.000    41.000    40.000     0.863     0.137     1.000
    48.000    43.000    24.000    34.000    57.000     0.024     0.976     2.000
    40.000    67.000    25.000    37.000    63.000     0.004     0.996     2.000
    46.000    54.000    58.000    47.000    67.000     0.370     0.630     2.000
    45.000    52.000    47.000    55.000    41.000     0.458     0.542     2.000
    40.000    24.000    59.000    68.000    40.000     0.983     0.017     1.000
    33.000    30.000    53.000    40.000    48.000     0.782     0.218     1.000
    68.000    49.000    50.000    45.000    52.000     0.336     0.664     2.000
    35.000    59.000    47.000    59.000    41.000     0.389     0.611     2.000
    48.000    50.000    65.000    48.000    43.000     0.825     0.175     1.000
    49.000    40.000    29.000    38.000    61.000     0.052     0.948     2.000
    39.000    48.000    50.000    55.000    48.000     0.559     0.441     1.000
    52.000    45.000    74.000    77.000    60.000     0.975     0.025     1.000
    38.000    52.000    46.000    73.000    45.000     0.620     0.380     1.000
    49.000    41.000    63.000    48.000    59.000     0.800     0.200     1.000
    33.000    41.000    54.000    49.000    51.000     0.702     0.298     1.000
    44.000    53.000    53.000    48.000    49.000     0.442     0.558     2.000
    54.000    59.000    49.000    34.000    31.000     0.234     0.766     2.000
    25.000    67.000    43.000    60.000    36.000     0.230     0.770     2.000
    48.000    53.000    49.000    58.000    57.000     0.370     0.630     2.000
    56.000    46.000    44.000    54.000    37.000     0.500     0.500     1.000
    53.000    36.000    53.000    49.000    39.000     0.814     0.186     1.000
    57.000    41.000    35.000    31.000    52.000     0.087     0.913     2.000
    40.000    61.000    47.000    57.000    59.000     0.189     0.811     2.000
    48.000    43.000    60.000    57.000    47.000     0.861     0.139     1.000
    42.000    55.000    32.000    41.000    58.000     0.032     0.968     2.000
    47.000    47.000    60.000    65.000    37.000     0.909     0.091     1.000
    60.000    58.000    46.000    58.000    60.000     0.189     0.811     2.000
    47.000    49.000    67.000    52.000    58.000     0.811     0.189     1.000
    38.000    43.000    50.000    39.000    45.000     0.492     0.508     2.000
    52.000    43.000    60.000    56.000    53.000     0.819     0.181     1.000
    61.000    50.000    54.000    29.000    62.000     0.190     0.810     2.000
    49.000    57.000    34.000    52.000    40.000     0.105     0.895     2.000
    45.000    66.000    52.000    55.000    41.000     0.331     0.669     2.000
    49.000    66.000    50.000    44.000    50.000     0.136     0.864     2.000
    46.000    64.000    52.000    54.000    46.000     0.310     0.690     2.000
    50.000    40.000    55.000    38.000    48.000     0.625     0.375     1.000
    58.000    56.000    49.000    37.000    56.000     0.139     0.861     2.000
    54.000    45.000    49.000    54.000    52.000     0.514     0.486     1.000
    44.000    46.000    24.000    45.000    65.000     0.024     0.976     2.000
    58.000    52.000    48.000    53.000    40.000     0.450     0.550     2.000
    47.000    65.000    61.000    34.000    55.000     0.228     0.772     2.000
    45.000    37.000    62.000    30.000    50.000     0.748     0.252     1.000
    49.000    71.000    62.000    46.000    40.000     0.400     0.600     2.000
    51.000    48.000    57.000    41.000    33.000     0.700     0.300     1.000
    51.000    45.000    50.000    61.000    57.000     0.582     0.418     1.000
    39.000    58.000    42.000    54.000    49.000     0.179     0.821     2.000
    51.000    47.000    45.000    49.000    37.000     0.456     0.544     2.000
    51.000    61.000    45.000    43.000    53.000     0.100     0.900     2.000
    49.000    50.000    58.000    68.000    49.000     0.819     0.181     1.000
    56.000    53.000    50.000    54.000    66.000     0.264     0.736     2.000
    51.000    50.000    58.000    69.000    41.000     0.865     0.135     1.000
    36.000    57.000    28.000    61.000    58.000     0.047     0.953     2.000
    28.000    49.000    43.000    58.000    44.000     0.440     0.560     2.000
    74.000    44.000    45.000    44.000    35.000     0.435     0.565     2.000
    59.000    56.000    61.000    72.000    62.000     0.729     0.271     1.000
    51.000    38.000    35.000    57.000    27.000     0.549     0.451     1.000
    44.000    58.000    52.000    43.000    53.000     0.243     0.757     2.000
    43.000    56.000    46.000    46.000    56.000     0.166     0.834     2.000
    56.000    38.000    65.000    71.000    54.000     0.958     0.042     1.000
    41.000    57.000    55.000    61.000    44.000     0.631     0.369     1.000
    47.000    41.000    61.000    39.000    41.000     0.810     0.190     1.000
    56.000    61.000    42.000    29.000    55.000     0.034     0.966     2.000
    39.000    39.000    62.000    63.000    51.000     0.928     0.072     1.000
    52.000    49.000    54.000    44.000    39.000     0.584     0.416     1.000
    60.000    35.000    59.000    45.000    40.000     0.875     0.125     1.000
    58.000    47.000    47.000    31.000    39.000     0.276     0.724     2.000
    53.000    56.000    65.000    67.000    31.000     0.921     0.079     1.000
    31.000    83.000    39.000    49.000    61.000     0.011     0.989     2.000
    46.000    59.000    46.000    34.000    49.000     0.101     0.899     2.000
    41.000    38.000    39.000    63.000    46.000     0.562     0.438     1.000
    48.000    59.000    43.000    50.000    65.000     0.085     0.915     2.000
    44.000    33.000    58.000    40.000    56.000     0.771     0.229     1.000
    31.000    48.000    47.000    38.000    66.000     0.169     0.831     2.000
    50.000    60.000    53.000    51.000    73.000     0.165     0.835     2.000
    36.000    27.000    74.000    63.000    45.000     0.994     0.006     1.000
    39.000    57.000    56.000    48.000    52.000     0.426     0.574     2.000
    57.000    59.000    51.000    43.000    77.000     0.086     0.914     2.000
    53.000    42.000    59.000    62.000    59.000     0.821     0.179     1.000
    42.000    48.000    51.000    61.000    72.000     0.419     0.581     2.000
    56.000    73.000    44.000    62.000    56.000     0.078     0.922     2.000
    57.000    43.000    61.000    53.000    53.000     0.808     0.192     1.000
    51.000    51.000    51.000    41.000    64.000     0.217     0.783     2.000
    65.000    48.000    56.000    54.000    61.000     0.543     0.457     1.000
    54.000    52.000    53.000    45.000    48.000     0.419     0.581     2.000
    59.000    67.000    52.000    24.000    50.000     0.060     0.940     2.000
    47.000    42.000    53.000    54.000    46.000     0.735     0.265     1.000
    43.000    48.000    36.000    59.000    63.000     0.148     0.852     2.000
    65.000    47.000    55.000    54.000    45.000     0.684     0.316     1.000
    52.000    41.000    39.000    52.000    52.000     0.303     0.697     2.000
    41.000    28.000    50.000    51.000    37.000     0.883     0.117     1.000
    45.000    48.000    50.000    55.000    64.000     0.393     0.607     2.000
    34.000    28.000    47.000    43.000    63.000     0.577     0.423     1.000
    52.000    48.000    36.000    36.000    40.000     0.117     0.883     2.000
    52.000    42.000    68.000    51.000    38.000     0.944     0.056     1.000
    59.000    55.000    48.000    42.000    58.000     0.155     0.845     2.000
    52.000    48.000    32.000    56.000    48.000     0.141     0.859     2.000
    57.000    43.000    40.000    35.000    49.000     0.164     0.836     2.000
    44.000    43.000    59.000    66.000    57.000     0.856     0.144     1.000
    44.000    49.000    57.000    64.000    60.000     0.705     0.295     1.000
    48.000    58.000    44.000    40.000    41.000     0.151     0.849     2.000
    67.000    51.000    54.000    64.000    28.000     0.818     0.182     1.000
    48.000    44.000    60.000    35.000    58.000     0.556     0.444     1.000
    53.000    48.000    54.000    47.000    37.000     0.654     0.346     1.000
    39.000    70.000    43.000    49.000    51.000     0.065     0.935     2.000
    53.000    36.000    57.000    59.000    38.000     0.921     0.079     1.000
    64.000    47.000    44.000    56.000    51.000     0.357     0.643     2.000
    47.000    45.000    49.000    35.000    49.000     0.329     0.671     2.000
    61.000    44.000    58.000    43.000    64.000     0.518     0.482     1.000
    42.000    73.000    40.000    48.000    49.000     0.038     0.962     2.000
    42.000    45.000    43.000    56.000    44.000     0.470     0.530     2.000
    43.000    42.000    42.000    63.000    47.000     0.555     0.445     1.000
    35.000    40.000    46.000    44.000    48.000     0.475     0.525     2.000
