    52.000    33.000    62.000    56.000    51.000     0.003     0.617     0.380     0.000     2.000
    54.000    55.000    43.000    67.000    55.000     0.264     0.528     0.000     0.208     2.000
    37.000    45.000    58.000    57.000    58.000     0.017     0.942     0.037     0.004     2.000
    56.000    45.000    60.000    41.000    43.000     0.005     0.986     0.007     0.002     2.000
    38.000    48.000    66.000    57.000    34.000     0.001     0.975     0.022     0.003     2.000
    44.000    44.000    66.000    63.000    60.000     0.001     0.977     0.021     0.001     2.000
    26.000    33.000    61.000    42.000    34.000     0.000     0.028     0.971     0.000     3.000
    39.000    56.000    37.000    49.000    52.000     0.524     0.084     0.000     0.393     1.000
    56.000    50.000    56.000    37.000    46.000     0.014     0.956     0.001     0.029     2.000
    56.000    20.000    47.000    40.000    58.000     0.015     0.022     0.963     0.000     3.000
    48.000    61.000    51.000    39.000    73.000     0.015     0.186     0.000     0.799     4.000
    38.000    43.000    62.000    58.000    43.000     0.004     0.899     0.096     0.001     2.000
    62.000    52.000    58.000    54.000    49.000     0.005     0.977     0.000     0.018     2.000
    33.000    53.000    32.000    60.000    53.000     0.900     0.026     0.000     0.074     1.000
    49.000    39.000    54.000    60.000    42.000     0.033     0.879     0.088     0.000     2.000
    44.000    35.000    47.000    27.000    46.000     0.218     0.335     0.447     0.001     3.000
    38.000    65.000    47.000    44.000    37.000     0.008     0.038     0.000     0.954     4.000
    51.000    69.000    44.000    65.000    33.000     0.005     0.025     0.000     0.970     4.000
    40.000    56.000    51.000    64.000    41.000     0.051     0.740     0.000     0.209     2.000
    51.000    52.000    57.000    47.000    52.000     0.011     0.947     0.001     0.041     2.000
    54.000    51.000    54.000    57.000    50.000     0.022     0.951     0.001     0.027     2.000
    55.000    53.000    53.000    47.000    40.000     0.025     0.898     0.000     0.076     2.000
    53.000    47.000    44.000    33.000    45.000     0.387     0.564     0.002     0.047     2.000
    64.000    60.000    51.000    55.000    45.000     0.016     0.589     0.000     0.395     2.000
    40.000    57.000    46.000    38.000    43.000     0.108     0.262     0.000     0.630     4.000
    66.000    44.000    32.000    54.000    40.000     0.922     0.075     0.000     0.003     1.000
    45.000    51.000    52.000    73.000    53.000     0.047     0.926     0.001     0.027     2.000
    42.000    50.000    67.000    45.000    55.000     0.001     0.986     0.005     0.008     2.000
    57.000    51.000    36.000    45.000    44.000     0.756     0.157     0.000     0.087     1.000
    51.000    60.000    61.000    31.000    64.000     0.002     0.558     0.000     0.440     2.000
    57.000    45.000    60.000    57.000    60.000     0.005     0.991     0.003     0.001     2.000
    47.000    56.000    54.000    48.000    45.000     0.021     0.767     0.000     0.212     2.000
    58.000    52.000    41.000    35.000    39.000     0.416     0.387     0.000     0.197     1.000
    51.000    50.000    36.000    46.000    54.000     0.819     0.119     0.000     0.062     1.000
    52.000    60.000    65.000    68.000    45.000     0.001     0.927     0.000     0.073     2.000
    50.000    51.000    56.000    56.000    49.000     0.014     0.961     0.001     0.024     2.000
    63.000    39.000    52.000    42.000    58.000     0.053     0.931     0.014     0.001     2.000
    35.000    37.000    53.000    60.000    51.000     0.048     0.468     0.484     0.000     3.000
    34.000    47.000    35.000    44.000    44.000     0.928     0.050     0.002     0.020     1.000
    52.000    43.000    61.000    50.000    43.000     0.004     0.976     0.020     0.001     2.000
    67.000    38.000    66.000    42.000    53.000     0.001     0.981     0.018     0.000     2.000
    51.000    43.000    50.000    30.000    53.000     0.133     0.838     0.019     0.010     2.000
    45.000    32.000    38.000    60.000    46.000     0.722     0.104     0.173     0.000     1.000
    33.000    46.000    47.000    54.000    53.000     0.330     0.619     0.029     0.023     2.000
    61.000    46.000    45.000    42.000    41.000     0.245     0.735     0.001     0.019     2.000
    55.000    47.000    58.000    30.000    68.000     0.012     0.972     0.002     0.013     2.000
    51.000    50.000    54.000    51.000    36.000     0.024     0.951     0.002     0.024     2.000
    58.000    54.000    41.000    65.000    66.000     0.398     0.433     0.000     0.169     2.000
    42.000    45.000    49.000    47.000    51.000     0.179     0.786     0.020     0.014     2.000
    52.000    53.000    65.000    40.000    50.000     0.001     0.975     0.001     0.023     2.000
    40.000    40.000    53.000    52.000    37.000     0.053     0.734     0.211     0.001     2.000
    61.000    57.000    59.000    59.000    58.000     0.003     0.923     0.000     0.074     2.000
    30.000    51.000    60.000    50.000    63.000     0.011     0.938     0.010     0.041     2.000
    50.000    49.000    69.000    41.000    40.000     0.000     0.993     0.004     0.003     2.000
    48.000    43.000    24.000    34.000    57.000     0.996     0.002     0.000     0.001     1.000
    40.000    67.000    25.000    37.000    63.000     0.087     0.000     0.000     0.912     4.000
    46.000    54.000    58.000    47.000    67.000     0.010     0.896     0.000     0.093     2.000
    45.000    52.000    47.000    55.000    41.000     0.171     0.717     0.001     0.111     2.000
    40.000    24.000    59.000    68.000    40.000     0.000     0.012     0.988     0.000     3.000
    33.000    30.000    53.000    40.000    48.000     0.006     0.034     0.961     0.000     3.000
    68.000    49.000    50.000    45.000    52.000     0.051     0.925     0.000     0.024     2.000
    35.000    59.000    47.000    59.000    41.000     0.079     0.299     0.000     0.622     4.000
    48.000    50.000    65.000    48.000    43.000     0.001     0.990     0.003     0.007     2.000
    49.000    40.000    29.000    38.000    61.000     0.989     0.010     0.000     0.001     1.000
    39.000    48.000    50.000    55.000    48.000     0.126     0.835     0.010     0.029     2.000
    52.000    45.000    74.000    77.000    60.000     0.000     0.995     0.004     0.000     2.000
    38.000    52.000    46.000    73.000    45.000     0.241     0.678     0.001     0.080     2.000
    49.000    41.000    63.000    48.000    59.000     0.003     0.953     0.043     0.000     2.000
    33.000    41.000    54.000    49.000    51.000     0.055     0.683     0.260     0.002     2.000
    44.000    53.000    53.000    48.000    49.000     0.040     0.846     0.001     0.114     2.000
    54.000    59.000    49.000    34.000    31.000     0.028     0.336     0.000     0.636     4.000
    25.000    67.000    43.000    60.000    36.000     0.012     0.013     0.000     0.975     4.000
    48.000    53.000    49.000    58.000    57.000     0.100     0.782     0.000     0.118     2.000
    56.000    46.000    44.000    54.000    37.000     0.307     0.676     0.002     0.014     2.000
    53.000    36.000    53.000    49.000    39.000     0.041     0.774     0.185     0.000     2.000
    57.000    41.000    35.000    31.000    52.000     0.917     0.078     0.001     0.003     1.000
    40.000    61.000    47.000    57.000    59.000     0.044     0.177     0.000     0.779     4.000
    48.000    43.000    60.000    57.000    47.000     0.006     0.968     0.026     0.001     2.000
    42.000    55.000    32.000    41.000    58.000     0.748     0.025     0.000     0.227     1.000
    47.000    47.000    60.000    65.000    37.000     0.004     0.986     0.007     0.002     2.000
    60.000    58.000    46.000    58.000    60.000     0.084     0.496     0.000     0.419     2.000
    47.000    49.000    67.000    52.000    58.000     0.001     0.993     0.003     0.004     2.000
    38.000    43.000    50.000    39.000    45.000     0.161     0.738     0.092     0.009     2.000
    52.000    43.000    60.000    56.000    53.000     0.006     0.980     0.014     0.001     2.000
    61.000    50.000    54.000    29.000    62.000     0.026     0.924     0.000     0.050     2.000
    49.000    57.000    34.000    52.000    40.000     0.567     0.066     0.000     0.367     1.000
    45.000    66.000    52.000    55.000    41.000     0.003     0.103     0.000     0.894     4.000
    49.000    66.000    50.000    44.000    50.000     0.004     0.055     0.000     0.941     4.000
    46.000    64.000    52.000    54.000    46.000     0.006     0.176     0.000     0.817     4.000
    50.000    40.000    55.000    38.000    48.000     0.032     0.894     0.073     0.001     2.000
    58.000    56.000    49.000    37.000    56.000     0.056     0.567     0.000     0.377     2.000
    54.000    45.000    49.000    54.000    52.000     0.116     0.873     0.004     0.008     2.000
    44.000    46.000    24.000    45.000    65.000     0.995     0.002     0.000     0.003     1.000
    58.000    52.000    48.000    53.000    40.000     0.090     0.836     0.000     0.074     2.000
    47.000    65.000    61.000    34.000    55.000     0.001     0.197     0.000     0.802     4.000
    45.000    37.000    62.000    30.000    50.000     0.004     0.628     0.368     0.000     2.000
    49.000    71.000    62.000    46.000    40.000     0.000     0.070     0.000     0.930     4.000
    51.000    48.000    57.000    41.000    33.000     0.011     0.972     0.005     0.012     2.000
    51.000    45.000    50.000    61.000    57.000     0.095     0.894     0.005     0.006     2.000
    39.000    58.000    42.000    54.000    49.000     0.210     0.175     0.000     0.616     4.000
    51.000    47.000    45.000    49.000    37.000     0.287     0.684     0.003     0.026     2.000
    51.000    61.000    45.000    43.000    53.000     0.042     0.128     0.000     0.830     4.000
    49.000    50.000    58.000    68.000    49.000     0.007     0.983     0.001     0.008     2.000
    56.000    53.000    50.000    54.000    66.000     0.066     0.831     0.000     0.103     2.000
    51.000    50.000    58.000    69.000    41.000     0.006     0.986     0.001     0.007     2.000
    36.000    57.000    28.000    61.000    58.000     0.828     0.009     0.000     0.163     1.000
    28.000    49.000    43.000    58.000    44.000     0.583     0.346     0.011     0.060     1.000
    74.000    44.000    45.000    44.000    35.000     0.164     0.830     0.001     0.006     2.000
    59.000    56.000    61.000    72.000    62.000     0.002     0.971     0.000     0.027     2.000
    51.000    38.000    35.000    57.000    27.000     0.892     0.095     0.012     0.000     1.000
    44.000    58.000    52.000    43.000    53.000     0.027     0.467     0.000     0.506     4.000
    43.000    56.000    46.000    46.000    56.000     0.148     0.377     0.000     0.475     4.000
    56.000    38.000    65.000    71.000    54.000     0.001     0.959     0.040     0.000     2.000
    41.000    57.000    55.000    61.000    44.000     0.016     0.790     0.000     0.194     2.000
    47.000    41.000    61.000    39.000    41.000     0.005     0.900     0.094     0.001     2.000
    56.000    61.000    42.000    29.000    55.000     0.047     0.059     0.000     0.893     4.000
    39.000    39.000    62.000    63.000    51.000     0.004     0.759     0.237     0.000     2.000
    52.000    49.000    54.000    44.000    39.000     0.026     0.949     0.002     0.022     2.000
    60.000    35.000    59.000    45.000    40.000     0.006     0.856     0.137     0.000     2.000
    58.000    47.000    47.000    31.000    39.000     0.175     0.788     0.002     0.036     2.000
    53.000    56.000    65.000    67.000    31.000     0.001     0.982     0.000     0.017     2.000
    31.000    83.000    39.000    49.000    61.000     0.000     0.000     0.000     1.000     4.000
    46.000    59.000    46.000    34.000    49.000     0.056     0.165     0.000     0.780     4.000
    41.000    38.000    39.000    63.000    46.000     0.785     0.166     0.048     0.001     1.000
    48.000    59.000    43.000    50.000    65.000     0.125     0.168     0.000     0.706     4.000
    44.000    33.000    58.000    40.000    56.000     0.008     0.331     0.661     0.000     3.000
    31.000    48.000    47.000    38.000    66.000     0.382     0.515     0.015     0.088     2.000
    50.000    60.000    53.000    51.000    73.000     0.015     0.428     0.000     0.556     4.000
    36.000    27.000    74.000    63.000    45.000     0.000     0.018     0.982     0.000     3.000
    39.000    57.000    56.000    48.000    52.000     0.014     0.695     0.000     0.290     2.000
    57.000    59.000    51.000    43.000    77.000     0.024     0.411     0.000     0.565     4.000
    53.000    42.000    59.000    62.000    59.000     0.007     0.979     0.013     0.001     2.000
    42.000    48.000    51.000    61.000    72.000     0.103     0.871     0.004     0.023     2.000
    56.000    73.000    44.000    62.000    56.000     0.001     0.006     0.000     0.993     4.000
    57.000    43.000    61.000    53.000    53.000     0.004     0.988     0.008     0.001     2.000
    51.000    51.000    51.000    41.000    64.000     0.073     0.836     0.001     0.090     2.000
    65.000    48.000    56.000    54.000    61.000     0.010     0.983     0.000     0.006     2.000
    54.000    52.000    53.000    45.000    48.000     0.030     0.903     0.000     0.066     2.000
    59.000    67.000    52.000    24.000    50.000     0.001     0.035     0.000     0.964     4.000
    47.000    42.000    53.000    54.000    46.000     0.050     0.909     0.039     0.002     2.000
    43.000    48.000    36.000    59.000    63.000     0.884     0.094     0.000     0.022     1.000
    65.000    47.000    55.000    54.000    45.000     0.012     0.983     0.001     0.004     2.000
    52.000    41.000    39.000    52.000    52.000     0.764     0.228     0.006     0.003     1.000
    41.000    28.000    50.000    51.000    37.000     0.011     0.044     0.944     0.000     3.000
    45.000    48.000    50.000    55.000    64.000     0.119     0.850     0.003     0.027     2.000
    34.000    28.000    47.000    43.000    63.000     0.035     0.029     0.936     0.000     3.000
    52.000    48.000    36.000    36.000    40.000     0.839     0.121     0.000     0.040     1.000
    52.000    42.000    68.000    51.000    38.000     0.000     0.965     0.034     0.000     2.000
    59.000    55.000    48.000    42.000    58.000     0.081     0.638     0.000     0.281     2.000
    52.000    48.000    32.000    56.000    48.000     0.938     0.048     0.000     0.014     1.000
    57.000    43.000    40.000    35.000    49.000     0.685     0.302     0.003     0.010     1.000
    44.000    43.000    59.000    66.000    57.000     0.009     0.962     0.028     0.001     2.000
    44.000    49.000    57.000    64.000    60.000     0.015     0.972     0.003     0.011     2.000
    48.000    58.000    44.000    40.000    41.000     0.111     0.220     0.000     0.669     4.000
    67.000    51.000    54.000    64.000    28.000     0.010     0.980     0.000     0.010     2.000
    48.000    44.000    60.000    35.000    58.000     0.008     0.967     0.021     0.003     2.000
    53.000    48.000    54.000    47.000    37.000     0.025     0.959     0.003     0.013     2.000
    39.000    70.000    43.000    49.000    51.000     0.003     0.004     0.000     0.993     4.000
    53.000    36.000    57.000    59.000    38.000     0.011     0.815     0.173     0.000     2.000
    64.000    47.000    44.000    56.000    51.000     0.261     0.722     0.000     0.017     2.000
    47.000    45.000    49.000    35.000    49.000     0.169     0.798     0.014     0.019     2.000
    61.000    44.000    58.000    43.000    64.000     0.009     0.986     0.003     0.002     2.000
    42.000    73.000    40.000    48.000    49.000     0.001     0.001     0.000     0.997     4.000
    42.000    45.000    43.000    56.000    44.000     0.522     0.455     0.011     0.013     1.000
    43.000    42.000    42.000    63.000    47.000     0.596     0.381     0.019     0.003     1.000
    35.000    40.000    46.000    44.000    48.000     0.375     0.428     0.193     0.003     2.000
